name,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cl_minmax
Sunday,Ben Webster,0.629,0.283,-17.384,0.0436,0.816,0.000437,0.192,0.862,104.739,3
Alone Together - Rudy Van Gelder Remaster,Kenny Dorham,0.336,0.0619,-20.494,0.0363,0.985,0.891,0.11,0.197,60.705,1
Unforgettable,Nat King Cole,0.349,0.182,-13.507,0.031,0.92,0.0152,0.143,0.178,136.094,3
Body and Soul,Coleman Hawkins,0.659,0.113,-16.756,0.0569,0.976,0.88,0.179,0.738,95.063,1
Song For My Father,Horace Silver,0.742,0.671,-8.142,0.0407,0.794,0.00441,0.122,0.591,127.359,3
Fly Me To The Moon,Frank Sinatra,0.67,0.365,-10.158,0.0564,0.525,0.0,0.0575,0.45,119.344,3
I Got It Bad And That Ain't Good,Oscar Peterson Trio,0.488,0.0527,-27.331,0.0478,0.971,0.911,0.0882,0.193,49.689,1
What's The Rush,Johnny Hodges,0.405,0.0277,-21.897,0.033,0.97,0.535,0.114,0.279,51.059,1
Blue in Green (feat. John Coltrane & Bill Evans),Miles Davis,0.421,0.0162,-25.358,0.0388,0.808,0.0024,0.0978,0.154,110.479,3
Infant Eyes - Remastered1998/Rudy Van Gelder Edition,Wayne Shorter,0.34,0.0837,-12.072,0.042,0.985,0.761,0.0945,0.119,138.689,1
Blue Monk - Rudy Van Gelder Remaster,Thelonious Monk Trio,0.444,0.339,-16.936,0.0418,0.66,0.103,0.163,0.656,142.112,3
When Sunny Gets Blue,McCoy Tyner,0.427,0.114,-22.546,0.0509,0.843,0.863,0.0966,0.114,60.484,1
Summertime,Albert Ayler,0.446,0.191,-15.854,0.0385,0.925,0.574,0.3,0.291,137.046,1
Naima,John Coltrane,0.303,0.0141,-19.759,0.0418,0.948,0.0944,0.0792,0.157,171.439,3
Polka Dots And Moonbeams - Remastered,Bud Powell,0.558,0.0891,-17.633,0.0643,0.946,0.924,0.0966,0.13,100.523,1
I'll Never Smile Again,Sarah Vaughan,0.279,0.129,-14.595,0.0326,0.939,0.000229,0.204,0.0796,59.991,3
Mack the Knife,Louis Armstrong,0.673,0.377,-14.141,0.0697,0.586,0.0,0.332,0.713,88.973,3
Soledad de Murcia,Michael Naura Quartet,0.465,0.263,-18.128,0.0287,0.877,0.28,0.0984,0.127,112.668,3
"A Love Supreme, Pt. IV - Psalm",John Coltrane,0.381,0.313,-11.852,0.0312,0.897,0.0432,0.135,0.376,127.106,3
Along Came Betty,Art Blakey,0.665,0.359,-8.887,0.0326,0.801,0.106,0.145,0.4,111.639,3
Stars Fell On Alabama,Toots Thielemans,0.514,0.409,-10.341,0.0627,0.81,0.77,0.234,0.439,139.331,1
What A Little Moonlight Can Do - Remastered,Nancy Wilson,0.59,0.485,-5.262,0.197,0.81,0.0,0.281,0.695,148.851,3
Blue Skies,Art Tatum,0.443,0.0711,-20.146,0.0486,0.989,0.894,0.101,0.596,175.02,1
In Your Own Sweet Way,Phil Woods,0.623,0.345,-8.891,0.0386,0.61,0.069,0.0983,0.28,126.24,3
Ruby My Dear,Roy Hargrove,0.412,0.195,-10.288,0.0331,0.9,0.709,0.106,0.0778,133.918,1
They Can't Take That Away from Me - 2012 Remastered Version,Mel Tormé,0.488,0.337,-10.185,0.0463,0.851,2.12e-05,0.126,0.471,133.27,3
Blue Train - Remastered 2003,John Coltrane,0.506,0.493,-7.759,0.0427,0.798,0.00355,0.307,0.584,134.77,3
Over The Rainbow,Lou Donaldson,0.371,0.0823,-20.45,0.0352,0.963,0.49,0.0838,0.0789,106.146,1
I'll Be Seeing You,Billie Holiday,0.355,0.0304,-20.479,0.0361,0.989,0.0555,0.116,0.188,90.495,3
The Shadow of Your Smile,Dexter Gordon,0.556,0.0352,-20.86,0.0419,0.942,0.167,0.082,0.196,110.646,3
Stolen Moments,Oliver Nelson,0.575,0.187,-13.081,0.0513,0.927,0.876,0.166,0.342,107.469,1
"Dorene Don't Cry, I - Remastered",Stanley Turrentine,0.357,0.144,-11.261,0.0313,0.957,0.288,0.235,0.138,77.983,3
"All of You (feat. John Coltrane, Red Garland, Paul Chambers & Philly Joe Jones)",Miles Davis,0.631,0.261,-10.988,0.0424,0.424,6.64e-05,0.184,0.581,82.435,3
From Gagarin's Point of View,Esbjörn Svensson Trio,0.621,0.0335,-21.479,0.0395,0.555,0.93,0.218,0.126,104.036,1
My Baby Just Cares for Me - 2013 Remastered Version,Nina Simone,0.746,0.243,-15.134,0.123,0.829,1.02e-06,0.0905,0.425,118.578,3
Splanky,Count Basie,0.583,0.376,-10.914,0.0433,0.725,0.251,0.0642,0.614,120.713,3
This I Dig Of You - Remastered 1999/Rudy Van Gelder Edition,Hank Mobley,0.587,0.673,-7.858,0.0509,0.744,0.00618,0.0721,0.788,123.407,2
Lover Man - Rudy Van Gelder Edition/Digital Remaster/2006,Johnny Griffin,0.54,0.327,-8.933,0.0363,0.868,0.356,0.121,0.356,96.224,3
Makin' Whoopee,The Ben Webster Quintet,0.529,0.0582,-19.131,0.0617,0.883,0.125,0.116,0.357,93.486,3
"'Round Midnight (feat. John Coltrane, Red Garland, Paul Chambers & Philly Joe Jones)",Miles Davis,0.494,0.182,-11.116,0.0443,0.79,0.00036,0.129,0.21,112.689,3
"He's Younger Than You Are - From ""Alfie"" Score",Sonny Rollins,0.417,0.11,-16.504,0.0405,0.951,0.721,0.174,0.22,57.312,1
Django - Rudy Van Gelder Edition / Remastered 1999,Grant Green,0.653,0.368,-11.567,0.0439,0.875,0.00305,0.0972,0.249,117.161,3
Stella By Starlight,Joe Lovano,0.581,0.163,-16.612,0.0547,0.926,0.861,0.116,0.448,88.101,1
Until The Real Thing Comes Along,Coleman Hawkins,0.5,0.208,-14.235,0.0743,0.769,0.496,0.372,0.461,180.852,3
"Freddie Freeloader (feat. John Coltrane, Cannonball Adderley, Wynton Kelly & Paul Chambers)",Miles Davis,0.629,0.278,-12.229,0.0329,0.662,0.000229,0.106,0.503,128.453,3
Strange Meadow Lark,The Dave Brubeck Quartet,0.53,0.143,-17.471,0.0423,0.958,0.497,0.278,0.119,125.464,1
Search For Peace,McCoy Tyner,0.456,0.222,-16.879,0.0354,0.938,0.806,0.24,0.15,112.725,1
Monticello,The Monty Alexander Trio,0.559,0.479,-18.152,0.0429,0.678,0.861,0.215,0.485,99.782,1
A Night In Tunisia - Rudy Van Gelder Edition / 2003 Remaster,Dexter Gordon,0.528,0.583,-8.776,0.0643,0.592,0.0,0.305,0.671,96.284,2
"Alabama - Live At Birdland Jazzclub, New York City, NY, 10/18/1963",John Coltrane,0.428,0.0768,-17.412,0.0413,0.774,0.0487,0.123,0.112,107.712,3
Cool Out,Leroy Hutson,0.453,0.367,-16.245,0.0343,0.0708,0.00183,0.1,0.127,140.832,0
The Sidewinder - Remastered 1999/Rudy Van Gelder Edition,Lee Morgan,0.473,0.67,-7.756,0.0353,0.446,3.15e-06,0.0957,0.808,152.484,2
The Nearness Of You - Remastered,George Shearing Quintet,0.393,0.0331,-17.548,0.0417,0.973,0.000965,0.11,0.159,85.773,3
Red Clay,Freddie Hubbard,0.519,0.379,-14.368,0.0353,0.407,0.288,0.161,0.598,139.749,3
Strange Fruit,Billie Holiday,0.313,0.0437,-22.627,0.0315,0.989,0.148,0.209,0.0625,100.827,3
Footprints,Miles Davis,0.402,0.409,-13.95,0.0363,0.128,0.000568,0.0947,0.489,130.681,0
Bags' Groove - Rudy Van Gelder 2001 - Remaster,Milt Jackson,0.631,0.197,-15.774,0.0489,0.886,0.000587,0.332,0.67,87.544,3
One For Majid - Live,Keith Jarrett,0.546,0.322,-19.111,0.037,0.662,0.0299,0.76,0.488,96.07,3
Journey In Satchidananda,Alice Coltrane,0.184,0.543,-13.583,0.0391,0.016,0.0,0.105,0.211,98.4,0
Tetragon,Joe Henderson,0.412,0.434,-13.3,0.0483,0.509,0.00735,0.24,0.505,94.84,3
"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)",Miles Davis,0.532,0.151,-17.266,0.0376,0.706,0.00136,0.116,0.211,136.759,3
Inner City Life - 2017 Rebuild,Goldie,0.544,0.878,-5.513,0.0743,0.00431,0.0704,0.0692,0.0673,155.003,0
The Burial,Leviticus,0.753,0.506,-13.404,0.303,0.0557,0.529,0.138,0.415,154.947,0
Code Red - 94 Remix,Conquering Lion,0.654,0.93,-8.397,0.206,0.226,0.00349,0.453,0.65,165.903,0
Incredible,M-Beat,0.807,0.903,-11.09,0.113,0.211,3.13e-06,0.0565,0.94,165.034,2
Original Nuttah,SHY FX,0.778,0.772,-11.286,0.099,0.0229,4.17e-05,0.104,0.71,113.375,2
The Helicopter Tune,Deep blue,0.56,0.977,-6.629,0.0424,0.00278,0.863,0.243,0.415,134.499,0
Mutant Jazz,T-Power Vs. MK Ultra,0.63,0.704,-9.276,0.082,0.0046,0.66,0.112,0.901,167.816,2
Pulp Fiction,Alex Reece,0.752,0.635,-7.959,0.282,0.0179,0.861,0.0649,0.0536,159.829,0
Super Sharp Shooter,The Ganja Kru,0.669,0.753,-10.387,0.224,0.0186,0.0425,0.479,0.446,163.882,0
Warhead - Steppa Mix,Krust,0.81,0.735,-4.907,0.284,0.000122,0.931,0.0455,0.66,169.84,0
Terrorist - P.A. Mix,Renegade,0.624,0.752,-6.623,0.0666,0.00233,0.897,0.174,0.379,164.75,0
Valley of the Shadows - Chase & Status Remix,Origin Unknown,0.522,0.934,-5.143,0.0462,0.0362,0.784,0.606,0.331,174.057,0
Brown Paper Bag,Roni Size,0.53,0.944,-3.863,0.0844,5.68e-05,0.856,0.394,0.487,169.778,0
LK Feat. Stamina MC (Carol Carolina Bela),DJ Marky,0.651,0.932,-6.459,0.0686,0.0125,0.426,0.212,0.966,174.008,2
Body Rock,Andy C,0.537,0.922,-7.554,0.0791,0.0345,0.676,0.103,0.425,173.093,0
Racing Green,High Contrast,0.448,0.98,-4.742,0.0434,0.000284,0.321,0.274,0.612,173.023,0
Barcelona (In the Style of D Kay & Epsilon & Stamina Mc) [Karaoke Version],Ameritz - Karaoke,0.7,0.995,-6.474,0.1,0.314,0.745,0.0317,0.888,173.2,2
Hide U,Kosheen,0.672,0.664,-5.388,0.0572,0.0131,0.0959,0.111,0.352,170.024,0
Walk This Land,E-Z Rollers,0.669,0.851,-5.075,0.0473,0.0106,0.862,0.308,0.945,163.389,2
Casino Royale,DJ Zinc,0.551,0.963,-5.527,0.0466,0.00663,0.923,0.0891,0.84,172.049,0
Chopper - Shy FX Remix,Ray Keith,0.716,0.976,-7.093,0.0878,0.0359,0.875,0.167,0.963,169.821,2
Together,Logistics,0.476,0.965,-5.296,0.0813,0.00442,0.867,0.256,0.32,173.988,0
Nasty Ways (feat. Lorreia Loushy),Dillinja,0.633,0.909,-5.551,0.211,0.0173,0.149,0.608,0.178,171.547,0
Pacman - Ram Trilogy Remix,Ed Rush,0.628,0.768,-11.907,0.0525,0.133,0.774,0.919,0.176,87.368,0
Feel the Love (feat. John Newman) - Fred V & Grafix Remix,Rudimental,0.499,0.897,-3.67,0.0952,0.00348,0.0758,0.203,0.882,174.017,2
Blind Faith - Loadstar Remix,Chase & Status,0.486,0.94,-4.828,0.048,0.000702,0.0372,0.126,0.0851,115.474,0
Propane Nightmares,Pendulum,0.356,0.966,-4.13,0.0825,0.000262,0.148,0.192,0.215,173.992,0
Tidal Wave,Sub Focus,0.522,0.868,-5.307,0.0412,0.0446,1.3e-06,0.635,0.514,173.96,0
Through The Night - Radio Edit,Drumsound,0.36,0.892,-4.099,0.0327,0.000429,0.00186,0.649,0.286,174.771,0
Ghosts n Stuff - Sub Focus Remix,deadmau5,0.455,0.824,-4.396,0.0377,0.000246,0.489,0.0727,0.292,174.056,0
Garden - Calibre Remix,Totally Enormous Extinct Dinosaurs,0.73,0.349,-8.837,0.131,0.0478,0.898,0.124,0.753,174.03,2
Tonight - Cutline Remix,Danny Byrd,0.449,0.839,-5.739,0.0504,0.000339,0.00108,0.304,0.142,173.96,0
Refuse to Love,Loadstar,0.393,0.936,-3.638,0.0452,0.000155,0.00562,0.542,0.0692,173.029,0
I Refuse - Shock One Remix,Netsky,0.529,0.802,-9.192,0.0475,0.00028,0.893,0.355,0.298,175.032,0
Lift Me Up,J Majik & Wickaman feat. Kate Loveridge,0.268,0.958,-1.374,0.0655,3.14e-05,0.00948,0.346,0.184,173.917,0
The Strangest Secret In The World,London Elektricity,0.468,0.96,-6.958,0.0418,0.000184,0.827,0.436,0.333,173.045,0
Major Happy,Fred V & Grafix,0.427,0.85,-3.03,0.0389,0.00205,0.0193,0.104,0.0948,174.05,0
Need To Know,Wilkinson,0.528,0.854,-1.338,0.247,0.00753,0.00572,0.155,0.618,174.002,0
Tear You Down - Original Mix,Brookes Brothers,0.519,0.913,-4.186,0.0689,1.46e-05,0.363,0.188,0.408,87.019,0
Hot Right Now - Radio Edit,DJ Fresh,0.524,0.972,-1.569,0.0431,0.00656,0.00058,0.224,0.476,175.017,0
Valley of the Shadows,Origin Unknown,0.651,0.77,-10.258,0.058,0.0454,0.869,0.439,0.52,159.822,0
Signal,Fresh,0.363,0.898,-5.141,0.0935,0.00291,0.745,0.308,0.118,112.829,0
The Nine - Remastered,Bad Company UK,0.615,0.63,-6.605,0.0783,0.0255,0.864,0.333,0.119,174.014,0
Dream Land,Bunny Wailer,0.766,0.49,-13.04,0.3,0.359,0.0085,0.046,0.959,72.846,2
Lips of Wine,Dennis Brown,0.858,0.473,-10.158,0.0411,0.121,0.000376,0.0855,0.93,105.114,2
Take Five,King Tubby,0.718,0.341,-10.771,0.106,0.513,0.943,0.126,0.487,159.054,1
"The Harder They Come - From ""The Harder They Come"" Soundtrack",Jimmy Cliff,0.679,0.589,-8.01,0.0727,0.645,0.0,0.151,0.786,102.492,2
Mellow Mood,Bunny Wailer,0.742,0.568,-12.667,0.156,0.0367,0.0715,0.0511,0.678,80.946,2
Fu Man Chu,Desmond Dekker,0.763,0.391,-10.074,0.0856,0.524,0.00034,0.287,0.675,83.755,2
My Conversation,The Uniques,0.654,0.346,-13.641,0.0482,0.241,0.0054,0.432,0.507,85.111,2
Sister Big Stuff,John Holt,0.77,0.418,-7.834,0.133,0.574,3.42e-06,0.0861,0.93,83.041,2
"Get Up, Stand Up",Peter Tosh,0.9,0.732,-7.659,0.0686,0.0113,0.000445,0.0445,0.962,138.83,2
Fighting Against Conviction,Bunny Wailer,0.724,0.393,-12.809,0.27,0.313,0.0362,0.0484,0.787,150.067,2
Having A Party,"Lee ""Scratch"" Perry",0.739,0.758,-6.418,0.103,0.405,5.18e-05,0.0808,0.787,92.878,2
Swing Easy,The Skatalites,0.633,0.483,-10.91,0.125,0.109,0.071,0.142,0.868,84.447,2
Funky Kingston,Toots & The Maytals,0.768,0.5,-9.455,0.0554,0.239,0.00202,0.0344,0.96,99.78,2
Handsworth Revolution,Steel Pulse,0.931,0.398,-14.748,0.0967,0.102,0.000204,0.0754,0.709,118.494,2
The Loser,Derrick Harriott,0.571,0.371,-9.799,0.0348,0.321,0.00022,0.0583,0.789,176.814,2
"Rudy, a Message to You",Dandy,0.927,0.343,-11.236,0.125,0.0558,0.28,0.125,0.941,107.465,2
Could You Be Loved,Bob Marley & The Wailers,0.917,0.732,-8.56,0.0888,0.359,8.99e-05,0.0794,0.777,103.332,2
The Upsetter,"Lee ""Scratch"" Perry",0.874,0.451,-8.673,0.061,0.635,0.311,0.0937,0.616,78.335,2
Broadway Jungle - 2000 Version,Toots & The Maytals,0.771,0.775,-6.454,0.0405,0.241,0.00591,0.104,0.824,117.959,2
Blackbird Singing,The Paragons,0.786,0.6,-5.54,0.194,0.324,2.61e-05,0.0612,0.864,147.225,2
Cool Breeze,Big Youth,0.822,0.616,-5.509,0.181,0.25,1.15e-05,0.107,0.665,83.692,2
Don't Give Up,Barrington Levy,0.83,0.467,-10.936,0.0953,0.0551,1.64e-05,0.0662,0.837,140.569,2
Waiting In Vain,Bob Marley & The Wailers,0.838,0.453,-11.536,0.31,0.025,2.42e-05,0.116,0.815,78.837,2
Let Down,Easy Star All-Stars,0.746,0.582,-6.283,0.0394,0.12,2.44e-05,0.0831,0.914,113.058,2
What Does It Take (To Win Your Love),Alton Ellis,0.802,0.562,-8.538,0.0425,0.0896,0.000926,0.381,0.862,116.555,2
54-46 Was My Number,The Maytals,0.703,0.355,-7.761,0.16,0.204,9.82e-06,0.0642,0.638,159.104,2
Uptown Top Ranking - Remastered 2001,Althea And Donna,0.886,0.522,-7.971,0.173,0.0477,0.00108,0.207,0.79,82.439,2
Your House,Steel Pulse,0.707,0.716,-8.962,0.0879,0.057,4.25e-06,0.36,0.966,154.118,2
Reggae Merengue,Tommy McCook,0.748,0.589,-7.605,0.0381,0.91,0.791,0.15,0.914,89.306,3
Book of Rules,The Heptones,0.795,0.606,-11.053,0.0571,0.263,0.157,0.106,0.933,142.016,2
"Take Me Home, Country Roads",Toots & The Maytals,0.711,0.433,-12.042,0.0611,0.471,0.00426,0.12,0.934,87.527,2
Jamming,Bob Marley & The Wailers,0.939,0.431,-12.267,0.299,0.153,4.99e-05,0.13,0.729,123.671,2
Morning Sun,Al Barry,0.654,0.395,-12.187,0.0756,0.414,0.000234,0.133,0.923,113.079,2
007 (Shanty Town),Desmond Dekker,0.86,0.575,-6.747,0.0893,0.0669,0.159,0.179,0.846,101.715,2
Ba Ba Boom,The Jamaicans,0.677,0.404,-10.414,0.0415,0.524,0.000273,0.2,0.397,152.191,3
Inglan Is A Bitch,Linton Kwesi Johnson,0.885,0.439,-10.862,0.393,0.241,0.00121,0.0882,0.598,137.95,2
Stop That Train,Keith & Tex,0.78,0.342,-12.635,0.0355,0.25,3.1e-06,0.128,0.802,81.415,2
Pressure Drop,Toots & The Maytals,0.658,0.571,-11.972,0.0432,0.106,0.0,0.0286,0.985,148.964,2
Kingston Town,Lord Creator,0.937,0.512,-8.431,0.0986,0.569,0.0134,0.24,0.965,115.18,2
Eastern Standard Time,The Skatalites,0.816,0.523,-9.937,0.0586,0.618,0.411,0.0681,0.949,125.723,2
The Tide Is High - Stereo Version,The Paragons,0.451,0.433,-9.189,0.0291,0.241,0.0,0.472,0.832,96.287,2
East of the River Nile - 1971 Version,Augustus Pablo,0.841,0.547,-8.69,0.0601,0.845,0.256,0.0704,0.844,112.852,2
Engine 54,The Ethiopians,0.85,0.432,-7.995,0.146,0.284,0.000838,0.256,0.634,77.052,2
You Can Get It If You Really Want,Jimmy Cliff,0.894,0.559,-8.547,0.0568,0.248,0.0,0.0762,0.929,128.164,2
Till Then,The Frightnrs,0.704,0.43,-10.351,0.225,0.279,1.81e-05,0.0675,0.762,176.648,2
Johnny B. Goode - 2002 Remaster,Peter Tosh,0.749,0.849,-5.761,0.0544,0.0299,0.000168,0.115,0.959,145.169,2
Milk & Honey,Hollie Cook,0.752,0.682,-7.425,0.178,0.244,0.00173,0.0842,0.778,77.966,2
Police & Thieves,Junior Murvin,0.933,0.363,-13.328,0.0971,0.0583,0.0,0.161,0.906,127.158,2
Blackman's Word (Black Man's Pride),Alton Ellis,0.727,0.443,-8.943,0.086,0.294,0.000316,0.169,0.709,108.502,2
Mr. Bojangles,John Holt,0.637,0.549,-7.494,0.0567,0.159,1.45e-05,0.155,0.61,75.821,2
Love Has Found Its Way,Dennis Brown,0.771,0.581,-9.25,0.0719,0.0573,2.14e-05,0.0758,0.834,100.065,2
Marcus Garvey,Burning Spear,0.726,0.487,-9.235,0.0993,0.0442,0.00766,0.0955,0.48,91.899,2
This Is Reggae Music,Zap Pow,0.843,0.807,-6.896,0.176,0.391,0.177,0.15,0.846,81.355,2
Working On a Groovy Thing,Alton Ellis,0.75,0.463,-9.519,0.0335,0.211,8.65e-06,0.0971,0.962,100.101,2
Is This Love,Bob Marley & The Wailers,0.766,0.525,-10.356,0.099,0.00839,0.0,0.055,0.864,122.448,2
Israelites,Desmond Dekker,0.789,0.41,-10.662,0.0513,0.188,0.0,0.0855,0.931,146.439,2
The Sun Stop Shining,Cornell Campbell,0.637,0.612,-7.298,0.0661,0.0314,0.000326,0.155,0.711,76.295,2
It Must Be True Love,Toots & The Maytals,0.873,0.346,-13.384,0.114,0.388,0.0044,0.308,0.938,120.319,2
Train To Skaville,The Ethiopians,0.79,0.228,-14.222,0.206,0.214,0.496,0.311,0.62,87.613,2
Cool Down The Pace,Gregory Isaacs,0.87,0.266,-15.559,0.264,0.0887,0.0217,0.0709,0.929,76.37,2
An Ending (Ascent) - Remastered 2005,Brian Eno,0.257,0.0906,-25.381,0.07,0.932,0.985,0.0786,0.0451,67.46,1
#3,Aphex Twin,0.167,0.071,-27.108,0.041,0.911,0.855,0.107,0.0613,143.315,1
A Meaningful Moment Through a Meaning(less) Process,Stars Of The Lid,0.0629,0.0718,-24.789,0.0432,0.955,0.907,0.0906,0.0324,67.25,1
Boreal Kiss Pt. 1,Tim Hecker,0.196,0.0236,-25.493,0.0429,0.528,0.0845,0.289,0.0894,134.596,3
12 Hours Before,Hildur Guðnadóttir,0.179,0.249,-19.918,0.0405,0.82,0.929,0.0803,0.0367,84.444,1
dlp 1.3,William Basinski,0.161,0.101,-27.009,0.0465,0.953,0.967,0.0651,0.0396,69.226,1
The Girl With the Flesh Colored Crayon,Aix Em Klemm,0.0931,0.273,-18.318,0.0365,0.759,0.836,0.0888,0.0422,74.914,1
Suiren,Pauline Oliveros,0.0631,0.00256,-44.406,0.0452,0.977,0.84,0.115,0.0234,65.919,1
Be Still,Ex Confusion,0.148,0.0329,-29.836,0.0418,0.988,0.973,0.11,0.0567,138.405,1
Do While ⌘X,Oval,0.308,0.251,-21.984,0.0599,0.947,0.924,0.0707,0.39,77.476,1
Stratus,Kaitlyn Aurelia Smith,0.492,0.0696,-21.54,0.0355,0.94,0.972,0.0635,0.0404,120.128,1
A Lake,Emily A. Sprague,0.204,0.354,-18.811,0.0458,0.945,0.876,0.116,0.0373,85.497,1
Moments In Love,Kara-Lis Coverdale,0.397,0.0536,-28.425,0.0297,0.906,0.924,0.0903,0.165,72.158,1
Gilded,Sarah Davachi,0.242,0.18,-21.176,0.0457,0.937,0.937,0.0986,0.0307,68.985,1
Suite Pour L'invisible,Ana Roxanne,0.134,0.0529,-21.956,0.0426,0.837,0.878,0.112,0.0821,176.965,1
"Photo With Grey Sky, White Clouds",Jonny Nash,0.18,0.000985,-26.598,0.0474,0.943,0.922,0.0789,0.0381,72.28,1
Yanagiwara,Hirotaka Shirotsubaki,0.129,0.0707,-24.755,0.0422,0.921,0.943,0.0976,0.0283,74.767,1
Wind On Wind,Robert Fripp,0.0673,0.059,-26.134,0.0438,0.972,0.93,0.0849,0.0331,70.959,1
Pop 2,GAS,0.163,0.0588,-20.266,0.045,0.935,0.961,0.098,0.145,112.848,1
The Unquestioned Answer,Laurie Spiegel,0.175,0.00134,-26.147,0.0512,0.993,0.875,0.101,0.171,67.698,1
I Will,Brian McBride,0.109,0.0522,-19.843,0.0357,0.976,0.868,0.108,0.032,76.376,1
Tobiume,Susumu Yokota,0.241,0.254,-17.03,0.0416,0.994,0.88,0.0639,0.0378,139.131,1
Flown,Julianna Barwick,0.185,0.17,-17.286,0.039,0.994,0.912,0.0825,0.0367,87.839,1
On the Other Ocean,David Behrman,0.0659,0.0935,-14.727,0.0433,0.985,0.922,0.0646,0.0354,72.988,1
1/1 - Remastered 2004,Brian Eno,0.26,0.00397,-31.095,0.0406,0.982,0.913,0.102,0.0368,82.862,1
Variations on a Theme by St-Dipshit,Kyle Bobby Dunn,0.144,0.0781,-22.42,0.0414,0.989,0.928,0.0913,0.0305,71.344,1
?,Mark Pritchard,0.184,0.0131,-15.119,0.0472,0.857,0.914,0.111,0.0258,143.098,1
Ode to an African Violet,Mort Garson,0.548,0.184,-21.32,0.0303,0.478,0.898,0.12,0.233,108.848,1
door to the cosmos,Chihei Hatakeyama,0.153,0.0145,-28.89,0.0435,0.995,0.978,0.0806,0.0335,138.658,1
Aries,Iasos,0.351,0.242,-20.02,0.0412,0.9,0.915,0.0984,0.034,58.587,1
Dungeoneering,Tim Hecker,0.173,0.656,-8.004,0.0511,0.549,0.885,0.158,0.0723,73.208,1
View from My Window,Hiroshi Yoshimura,0.297,0.00705,-23.733,0.0444,0.99,0.929,0.0877,0.0863,66.198,1
Lizard Point - Remastered 2004,Brian Eno,0.136,0.0108,-35.954,0.0343,0.897,0.813,0.147,0.0312,88.529,1
Don't Bother They're Here,Stars Of The Lid,0.109,0.00822,-28.425,0.0529,0.942,0.885,0.129,0.0321,75.629,1
Track3a (2waynice),Keith Fullerton Whitman,0.294,2.03e-05,-32.406,0.0927,0.99,0.131,0.0817,0.812,69.153,3
#20,Aphex Twin,0.142,0.042,-26.441,0.0432,0.971,0.913,0.052,0.0427,141.164,1
The Point of It All,Fennesz,0.204,0.331,-15.755,0.0385,0.848,0.955,0.148,0.0503,86.632,1
Lights On Water,Pan-American,0.156,0.0945,-22.386,0.0435,0.832,0.902,0.0974,0.0657,65.687,1
Piano Aquieu,Stars Of The Lid,0.115,0.0015,-37.529,0.0471,0.981,0.947,0.0945,0.0344,67.35,1
Moon Is Sharp,Grouper,0.177,0.237,-20.727,0.0395,0.99,0.919,0.112,0.144,66.603,1
Triennale,Brian Eno,0.211,0.108,-17.314,0.042,0.468,0.852,0.321,0.0444,79.025,1
Goes By,Emeralds,0.184,0.568,-11.556,0.0412,0.832,0.956,0.108,0.128,80.273,1
Atomos VII,A Winged Victory for the Sullen,0.109,0.035,-25.038,0.0437,0.884,0.858,0.0996,0.0228,85.301,1
Dawn Chorus,Jon Hopkins,0.286,0.0922,-26.181,0.0344,0.957,0.912,0.109,0.0621,85.4,1
Essence,Laraaji,0.134,0.0424,-22.3,0.0448,0.976,0.929,0.0581,0.0321,70.991,1
Fib01a,Keith Fullerton Whitman,0.141,0.149,-28.209,0.0337,0.963,0.913,0.0953,0.0376,82.412,1
Dissolving Clouds,Biosphere,0.0644,0.0463,-29.709,0.044,0.987,0.781,0.111,0.0289,74.571,1
Space 11 (Invisible Pages Over),Max Richter,0.139,0.0895,-28.274,0.043,0.875,0.856,0.0638,0.033,142.191,1
Water Memory 1,Emily A. Sprague,0.0657,0.0608,-28.669,0.0422,0.972,0.963,0.107,0.0699,66.706,1
Jimmy V,Mary Lattimore,0.334,0.0917,-16.563,0.0448,0.991,0.916,0.12,0.0395,76.123,1
A Sea Of Love,Huerco S.,0.141,0.116,-28.718,0.041,0.848,0.872,0.107,0.125,102.494,1
unother,Terekke,0.245,0.0862,-30.304,0.0422,0.994,0.784,0.092,0.039,69.895,1
FEET,Hiroshi Yoshimura,0.285,0.00426,-30.611,0.0397,0.991,0.914,0.0764,0.0896,121.487,1
Overture (For Other Halfs),Brian McBride,0.14,0.031,-28.007,0.0457,0.948,0.92,0.11,0.0351,140.076,1
Mt Baker,Kaitlyn Aurelia Smith,0.42,0.259,-15.738,0.0462,0.938,0.908,0.103,0.0525,119.96,1
TWTGA,Bing & Ruth,0.194,0.086,-30.654,0.0445,0.981,0.967,0.119,0.104,68.439,1
Unreal,Lawrence Lek,0.485,0.35,-17.47,0.031,0.813,0.394,0.0814,0.0786,119.951,3
Sad Ocean,Chihei Hatakeyama,0.111,0.0174,-28.777,0.0496,0.984,0.965,0.0976,0.0336,66.816,1
Complex Heaven,Brian Eno,0.191,0.0773,-24.098,0.0389,0.934,0.865,0.0778,0.0382,180.056,1
Diamond Cove (And Its Children Were Watching),Kyle Bobby Dunn,0.214,0.00412,-35.653,0.0453,0.996,0.977,0.108,0.0314,70.594,1
Intransigence,Hakobune,0.143,0.197,-25.918,0.0391,0.798,0.621,0.128,0.0455,86.439,1
"Analog Paralysis, 1978",Tim Hecker,0.0885,0.175,-18.707,0.0316,0.752,0.934,0.111,0.0766,70.198,1
